code;prefLabel
8929087347851070;Dados e Metadados (Universidade Federal de São Carlos - UFSCAR)
6683086221352870;MONTEIRO LOBATO (1882-1948) : METALINGUAGEM, LEITURA, (RE)ESCRITURA E O SISTEMA LITERÁRIO BRASILEIRO . (Universidade Estadual de Campinas - UNICAMP)
2226629990780420;Arquivos Pessoais, Patrimônio e Educação (Universidade Federal do Rio Grande do Sul - UFRGS)
8981010045370050;Integração das Estratégias de Recursos Humanos e de Produção (Universidade de São Paulo - USP)
1219081104901900;Laboratório de Lesões Oxidativas (Universidade Estadual de Campinas - UNICAMP)
6188344131822810;Engenharia de Sistemas de Processos (Universidade Presbiteriana Mackenzie - MACKENZIE)
3401820005404260;História Regional: manifestações artísticas e patrimônios culturais (Universidade Estadual de Maringá - UEM)
5407660168091820;GEOAMB - Grupo de pesquisa Geografia e meio ambiente (Instituto Federal de Educação, Ciência e Tecnologia da Paraíba - IFPB - IFPB)
7507830174920490;Educação, Tecnologias e Culturas (Universidade Católica de Petrópolis - UCP)
0215652214805027;Grupo de Estudos e Pesquisa em Políticas Públicas (Universidade do Estado do Rio Grande do Norte - UERN)
8579371511612700;Grupo de Pesquisa em Neuropsicofisiologia Aeronáutica e Desempenho Humano (GEPENADH) (Universidade Estadual de Londrina - UEL)
9258150891336220;Grupo de Pesquisas Gestão, Trabalho e Atividade (GESTA) (Universidade Federal Fluminense - UFF)
1862045958390580;Grupo de Pesquisa em Projetos (Instituto Federal de São Paulo - IFSP)
2072106899486920;Núcleo de Pesquisas Pós-coloniais - NePC (Universidade Federal do Amapá - UNIFAP)
8771902379335470;Processos Anaeróbios (Universidade de São Paulo - USP)
4417243565896440;M-teoria espectral de Grafos (Universidade Federal Fluminense - UFF)
4652476341947920;Históra da Ciência e do Sistema Estadual de C&T na Bahia (Universidade Federal da Bahia - UFBA)
3910985058790100;GÊNEROS TEXTUAIS E ENSINO DE LÍNGUAS (Universidade Estadual do Piauí - UESPI)
7742725264106020;Grupo de Pesquisa em Performance E Pedagogia do Trombone (Universidade Federal da Paraíba - UFPB)
5369893916364510;GE-SER - Laboratório de Pesquisa, Estudos e Extensão em Gêneros, Sexualidades e Raça em Educação e Direitos Humanos (Universidade Federal do Rio de Janeiro - UFRJ)
