code;prefLabel
8160675627441920;Grupo de Estudos na Doença de Parkinson (GEDOPA) (Universidade Federal do Rio de Janeiro - UFRJ)
5544563827980560;Núcleo de Pesquisas em Doenças Cardiovasculares (Universidade Federal do Maranhão - UFMA)
7168828148110200;Grupo de Estudos e Pesquisas em Linguagens e Interculturalidade - GEPLIC (Universidade Federal do Pará - UFPA)
0402302636340333;FITOTECNIA (Sociedade de Educação Nossa Senhora Auxiliadora - SENSAL)
7793111672877400;Percepções Cognitivas na Interpretação da Norma (Pontifícia Universidade Católica de São Paulo - PUC/SP)
7007136640708690;Teoria Histórico-Cultural, Infância e Pedagogia (Universidade Federal do Amazonas - UFAM)
6986219577760300;Melanoma (Hospital de Clínicas de Porto Alegre - HCPA)
1247577456657410;Grupo de Pesquisa em Memória das Práticas Corporais (Universidade Estadual de Montes Claros - UNIMONTES)
8744945594493450;ECCOS-EDUCAÇÃO, CORPO, CULTURA DO MOVIMENTO HUMANO E SOCIEDADE (Universidade Federal do Rio Grande - FURG)
3444835948446120;AutoAgri - Automação Agroindustrial e Eficiência Energética (Instituto Federal Goiano - IF Goiano)
9211665565091170;Área de Linguagens (Instituto Federal Farroupilha - IF-Farroupilha)
4936538557569050;Grupo de Estudos de Produtos Naturais da Amazônia (Universidade Federal do Amazonas - UFAM)
3293824925459990;Grupo de Pesquisas em Ecologia, Recursos Naturais e Limnologia - GERCOL (Universidade Estadual do Norte do Paraná - UENP)
9368370244725470;Multidisciplinar em Informática Aplicada (Instituto Federal de Educação, Ciência e Tecnologia Baiano - IFBAIANO)
3642839382905350;Biofísica Molecular e Celular (Universidade Federal de Uberlândia - UFU)
0952204538375690;Núcleo de Linguagens e Códigos (Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte - IFRN)
4211142654654360;NEIL - Núcleo de Estudos sobre Infância e Linguagem (Universidade Federal do Tocantins - UFT)
7396316259324120;CFIN - Contabilidade, Finanças e Governança (Universidade Federal do Tocantins - UFT)
0591682925006342;PRORUMEN - Grupo de Pesquisa e Extensão em Produção e Nutrição de Ruminantes (Universidade Federal de Juiz de Fora - UFJF)
3374464968086330;Recursos Genéticos Vegetais (Universidade Estadual de Feira de Santana - UEFS)
6986708185108840;Tecnologia das construções (Centro Universitário Boa Viagem - UNIFBV)
0128938579254201;Grupo de Pesquisa em Saúde Coletiva (Universidade Federal do Triângulo Mineiro - UFTM)
0648223383634523;Biomecânica em Endodontia (Universidade Federal de Pernambuco - UFPE)
0838824480231519;Prótese Dental FOUFAL (Universidade Federal de Alagoas - UFAL)
1764097889939200;Grifo - Estudos Literários (Universidade Federal do Maranhão - UFMA)
0429644356109409;Educação, Cultura e Desenvolvimento Humano (Universidade Tiradentes - UNIT)
1586553372216600;Jurisdição Constitucional e Direitos Fundamentais (Universidade Paranaense - UNIPAR)
0911668429254281;NEADEC - Núcleo de Estudos e Projetos Agrários sobre Desenvolvimento, Espaço e Conflito (Universidade Federal do Pará - UFPA)
2552982206443240;Grupo de Estudos de Mídia e Tensões Sociais no Contemporâneo (Universidade Estadual do Ceará - UECE)
9595206624523700;FSR - Fotogrametria e Sensoriamento Remoto UFPR (Universidade Federal do Paraná - UFPR)
7530920747383330;Experimento Piloto de Gerenciamento Integrado de Bacias Hidrográficas para o Plano Diretor de São Carlos (Universidade de São Paulo - USP)
6044788134306000;GPEAD - Grupo de Pesquisa no Ensino de Administração (Centro Universitário Augusto Motta - UNISUAM)
7632352944150640;Grupo de Inovação Tecnológica e Gestão de Resíduos (INTEGRE) (Universidade Estadual de Feira de Santana - UEFS)
4727368113546720;Grupo de Pesquisa e Estudo sobre Formação e Trabalho Profissional _ GEFORT (Universidade Estadual de Londrina - UEL)
3047169336219200;Equações diferenciais parciais. Equações da Mecânica do Contínuo. Análise Não-Linear. (Universidade Federal do Rio de Janeiro - UFRJ)
3760109776235030;BIOLOGIA DO COMPLEXO DENTINO-PULPAR (Universidade de São Paulo - USP)
1365781219659630;RELAÇÕES SOCIAIS E EDUCAÇÃO - RESOE (Instituto Federal do Acre - IFAC)
6068628639458560;Laboratório de Aplicações Semânticas e Distribuídas (LASeD/UNICENTRO) (Universidade Estadual do Centro-Oeste - UNICENTRO)
2661208929797920;Mineralogia de solos e sedimentos em clima subtropical e propriedades associadas (Universidade de Passo Fundo - UPF)
9970334657159610;Audiovisual sem destino (Universidade Federal do Rio Grande do Sul - UFRGS)
9007741032821120;Rede de Pesquisa em Geotecnologias Aplicadas na Amazônia (Universidade Federal do Oeste do Pará - UFOPA)
6905512269166080;Observatório de Educação Especial e Inclusão EducacionaL (ObEE) (Universidade Federal Rural do Rio de Janeiro - UFRRJ)
7961599654665920;Reabilitação Oral (Centro Universitário Herminio Ometto de Araras - UNIARARAS)
8306872761600030;Gestão e Modelos da Inovação (Universidade Nove de Julho - UNINOVE)
9863544415572830;Percepção Ambiental (Universidade Franciscana - UFN)
5662466454247320;Neurociências - Paraíba (Universidade Federal de Campina Grande - UFCG)
0710402340291139;Laboratório de Estudos Vocais, Cênicos e Musicais - LEV (Universidade Federal do Estado do Rio de Janeiro - UNIRIO)
2987512417185110;Microscopia eletrônica como ferramenta de pesquisa - FIOCRUZ-BA (Fundação Oswaldo Cruz - FIOCRUZ)
3491479587586620;Laboratório de Eletroquímica e Materiais Carbonosos_ LABEMAC (Instituto Nacional de Pesquisas Espaciais - INPE)
3521964577138930;Tópicos em Macroeconomia, Econometria Aplicada e Modelagem Computacional (Fundação Getúlio Vargas - FGV)
4005904334127890;Inventaria - Comunicação, Arte e Cultura (Universidade Federal do Pampa - UNIPAMPA)
8112653978120180;Os sentidos de Maria: cenas e significados do desenvolvimento histórico da piedade mariana (Universidade Federal de Juiz de Fora - UFJF)
3037380776835540;Medeia e Pacifica (Centro Universitário Católica de Quixadá - UNICATÓLICA)
4211969742284610;Grupo de Biomateriais e Eletroquímica (Universidade Federal do Paraná - UFPR)
6294396690039010;Laboratório de Interface Sintaxe Semantica (Universidade Federal do Rio de Janeiro - UFRJ)
4759729218581820;Pesquisa em Produção Vegetal (Universidade Federal de Santa Maria - UFSM)
2405232840910450;Morfologia Humana - Santa Casa SP (Faculdade de Ciências Médicas da Santa Casa de São Paulo - FCMSCSP)
3249829740327840;Módulos sobre Álgebras de Artin (Universidade de São Paulo - USP)
9154609365894600;Planejamento e Monitoramento de Áreas Naturais Protegidas (Instituto Florestal do Estado de São Paulo - IF)
4082954460148260;Laboratório de Estudos e Pesquisa em Semântica e Onomástica de Roraima (Universidade Estadual de Roraima - UERR)
2599222202633600;Instrumentação (Universidade de São Paulo - USP)
4842764935165390;AquaUFRB (Universidade Federal do Recôncavo da Bahia - UFRB)
4526453175692270;CIVILIZAÇÕES DO AÇÚCAR (Universidade de São Paulo - USP)
9661605924327910;Educação Especial (Universidade Federal de São Carlos - UFSCAR)
7130420771034830;Grupo de Estudos em Texto, Argumentação, Discurso e Conversação - GETADIC (Universidade Estadual de Alagoas - UNEAL)
6090676956719240;FATBlu-Desenvolvimento de processos e produtos da área farmacêutica, ambiental e de alimentos com uso de biomassa (Fundação Universidade Regional de Blumenau - FURB)
3314250697404700;Comunicação Extensiva e Produção em AV3 (Universidade de Brasília - UnB)
9898570531712240;Distúrbios Relacionados ao Sono (Universidade Federal do Estado do Rio de Janeiro - UNIRIO)
9939344435242180;Fibral - Filosofia no Brasil e na América Latina (Universidade de Brasília - UnB)
2500030639714180;Governança Corporativa nas Cooperativas de Crédito (Pontifícia Universidade Católica de São Paulo - PUC/SP)
