code;prefLabel
5794744594958930;Grupo de Pesquisa em Eficiência Energética (Faculdade SATC - FASATC)
4578148455031140;Grupo de Realidade Virtual de Goiás (Universidade Luterana do Brasil - ULBRA)
1786156450055190;Trabalho e Sociedade (Universidade Tiradentes - UNIT)
5937343947895280;GRUPO DE PESQUISA EM EFICIÊNCIA ENERGÉTICA E SUSTENTABILIDADE EM EDIFICAÇÕES (Universidade Federal de Santa Maria - UFSM)
5774746805997070;Indústria 4.0: Aspectos Tecnologicos, Economicos, Sociais e Ambientais (Universidade Paulista - UNIP)
6482162960118350;Fitossanidade em Horticultura (Instituto Federal Catarinense - IF-Catarinense)
9735565102541400;Laboratório de Estudos do Setor Público (Universidade Estadual de Campinas - UNICAMP)
2737410300692740;Células Progenitoras e Terapia Celular (Universidade de São Paulo - USP)
4796962945548140;Tratamento da Informação Espacial (GIS, Previsões, Impactos e Cenários) (Pontifícia Universidade Católica de Minas Gerais - PUC Minas)
4381371192871450;Direitos Fundamentais e Políticas Públicas (Universidade do Grande ABC - UNIABC)
4902289825941160;Geração de Indicadores e Dashboards para o Banco Alimentário de La Plata (Centro Universitário Academia - UniAcademia - UniAcademia)
4042456757067700;Núcleo de Estudos em Purificação, Caracterização e Aplicação de Biocompostos (Universidade Estadual do Sudoeste da Bahia - UESB)
1139771414171240;ssss (Universidade Estadual do Sudoeste da Bahia - UESB)
0985435591845938;Núcleo de Pesquisa em Envelhecimento Humano (Universidade Estadual do Norte Fluminense Darcy Ribeiro - UENF)
2285867495721130;GEPED - Grupo de Estudos e Pesquisas em Didática e Formação de Professores (Universidade Federal do Rio de Janeiro - UFRJ)
1424150001089940;Grupo de Estudo e Pesquisa em Alfabetização Científica e Espaços de Educação Não Formal (GEPAC) (Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo - IFES)
2016876075131440;Biotec - Biotecnologia e sustentabilidade (Fundação Universidade Regional de Blumenau - FURB)
3387558126404150;Grupo de Estudos de Produtividade e Eficiência (Universidade do Estado do Rio Grande do Norte - UERN)
1303685640799830;Ambientes e Desenvolvimento Regional (Instituto Federal do Maranhão - IFMA)
5632272284487800;Dinâmica Não-Linear, Caos e Complexidade (Universidade Federal da Paraíba - UFPB)
3162428358093100;Desenvolvimento de Tecnologias da Informação na pesquisa e indústria (Universidade Tecnológica Federal do Paraná - UTFPR)
3703176390077910;Educação, Trabalho, Economia Global e Sustentabilidade (Centro de Educação Popular e Pesquisas Econômicas e Sociais - CEPPES)
9321219816808310;Análise e Aprendizagem da Língua de Sinais- AnALiSi (Universidade Federal do Recôncavo da Bahia - UFRB)
7666775556982290;Retórica e Doutrinas Artísticas (Universidade de São Paulo - USP)
7854253384686850;propesq (Universidade Federal de Rondônia - UNIR)
9939450425103320;Saneamento Ambiental, Microbiologia e Saúde Coletiva (Universidade Federal Rural do Rio de Janeiro - UFRRJ)
8679443305587190;PRÁXIS ¿ Grupo de pesquisa em produção interdisciplinar de conhecimento e tecnologias na perspectiva crítico-social (Universidade do Vale do Itajaí - UNIVALI)
0413038466876495;Educação e Tecnologia (Universidade Estadual de Santa Cruz - UESC)
1266429152649540;Grupo de Inovação em Energia e Tecnologia Industrial "GieTech" (Centro Federal de Educação Tecnológica de Minas Gerais - CEFET/MG)
2628563719649210;Economia Social e Desenvolvimento (Universidade Estadual de Montes Claros - UNIMONTES)
9345302761349510;Extensão Rural, Comunicação e Marketing Rural (Universidade Federal de Viçosa - UFV)
7685198779816170;Núcleo de Estudos sobre a Internacionalização do Turismo em Economias Periféricas - NEITEP (Faculdade Estácio de Alagoas - Estácio FAL)
9391552127632520;Artes, Linguagem e Sociedade - ALIS (Universidade Federal do Acre - UFAC)
0175077616431743;Laboratório: Abordagens Multirreferenciais: Análise Institucional, Psicanálise e Educação (Universidade Federal de Alagoas - UFAL)
0003483098262159;Vortit barbare: tradução como crítica dos clássicos (Universidade Federal do Paraná - UFPR)
2436026787732840;Neurobiologia (Universidade Regional do Cariri - URCA)
4023826086960130;Doenças neurodegenerativas e neurogenéticas (Universidade Federal do Ceará - UFC)
5121137071253160;Modelagem, otimização e controle de processos (FUNDACAO EDUCACIONAL INACIANA PADRE SABOIA DE MEDEIROS - FEI)
5574572740928330;PELD-BIOTA Gradiente Funcional da Floresta Ombrófila Densa Atlântica (Universidade Estadual de Campinas - UNICAMP)
2293853833000430;Tradução Intersemiótica (Universidade Federal do Ceará - UFC)
2982388461691380;Tireoideopatias, Diabetes e Neuro-endocrinologia (Universidade Estadual de Campinas - UNICAMP)
8747604758003850;GERON - GRUPO DE PESQUISA EM ENVELHECIMENTO HUMANO (Universidade Regional do Noroeste do Estado do Rio Grande do Sul - UNIJUI)
7433217034098150;Grupo de Pesquisa em Ciências da Saúde - Campus Manaus (Universidade Paulista - UNIP)
1042431540520260;NIEGS - Núcleo Interdisciplinar de Estudos em Gestão Socioambiental (Universidade Federal de Campina Grande - UFCG)
1142837524473920;Segurança, Meio Ambiente e Saúde (Instituto Federal de Sergipe - IFS)
7691492011166200;Restrições externas à eficácia dos direitos fundamentais - uma análise orçamentária (Universidade Federal da Bahia - UFBA)
8133819587142140;Mecanismos intracelulares envolvidos na regeneração do fígado (Universidade Federal de Minas Gerais - UFMG)
8244892500228530;Grupo de Estudos em Modelagem da Dispersão de Poluentes & Engenharia Nuclear - GDISPEN (Universidade Federal de Pelotas - UFPEL)
2233265338743630;GELIC-UEPA (Universidade do Estado do Pará - UEPA)
8635342707054150;Grupo de Pesquisa e Estudo em Física da Região das Missões (Universidade Federal da Fronteira Sul - UFFS)
8654275890951350;Tecnologias Educacionais e Assistivas da UFFS (Universidade Federal da Fronteira Sul - UFFS)
1355881675433070;HASE - Human Aspects in Software Engineering (Universidade Federal de Pernambuco - UFPE)
5014499788816430;TRABALHO, ESPAÇO E CAMPESINATO - GETEC (Universidade Federal da Paraíba - UFPB)
6524501326711530;Saúde Materna e Perinatal (Universidade do Vale do Sapucaí - UNIVÁS)
4182141570223850;POLICOM - GRUPO DE PESQUISA EM BIOCOMBUSTÍVEIS E ENERGIA (Universidade de Pernambuco - UPE)
6206998875800270;Sabores e Saberes Gastronômicos da Serra da Ibiapaba (Instituto Federal do Ceará - Reitoria - IFCE)
3442264043672980;Núcleo de Pesquisas e Estudos em Educação e Formação de Trabalhadores (Instituto Federal de Educação, Ciência e Tecnologia de Goiás - IFG)
9246981882788510;Qualidade de vida relacionada à saúde bucal (Universidade de São Paulo - USP)
2054611172884680;Grupo de Estudos em Descrição e Análise Linguística - GEDAL (Universidade Federal do Acre - UFAC)
6682350295435560;Grupo Interdisciplinar de estudos e pesquisas do IFCE Campus Tianguá (Instituto Federal do Ceará - Reitoria - IFCE)
9224509677581100;Gestão Ambiental na Indústria (Universidade Federal de Santa Catarina - UFSC)
9585872743774930;Medicina e Produção de Animais Atletas (Universidade Federal Rural de Pernambuco - UFRPE)
1137581319522100;Gestão, Estratégia e Inovação em Atividades Criativas (Universidade de São Paulo - USP)
0957592178307115;História, Jurisprudência e Constituição (Universidade Luterana do Brasil - ULBRA)
5474894905742720;Grupo de Pesquisa em Consciência Histórica e Ensino de História na Amazônia (Universidade Federal do Sul e Sudeste do Pará - UNIFESSPA)
