code;prefLabel
7459187217661220;Inovação, Competitividade e Políticas Públicas (Pontifícia Universidade Católica de Campinas - PUC Campinas)
6681266326734740;Arquivos literários: memória, resgate, preservação (Centro Universitário Academia - UniAcademia - UniAcademia)
8065346719923110;Teoria de Campos e Física Matemática (Universidade Federal do Recôncavo da Bahia - UFRB)
8466431811327670;OrtoEros (Universidade Federal do Paraná - UFPR)
7336543091732460;Envelhecimento e Saúde Mental (Pontifícia Universidade Católica do Rio Grande do Sul - PUCRS)
5692137530805240;Aplicações da MIP em energia (Universidade Federal do ABC - UFABC)
3717575877422450;Grupo de CoSmolOgia e AstroFísIcA - SOFIA (Universidade Federal do Rio Grande - FURG)
8120569295331600;Observatório de Democracia e Direitos Humanos (Universidade Federal de Santa Catarina - UFSC)
8533812093037760;Biotecnologia e Reprodução Animal (Universidade Federal de Santa Maria - UFSM)
5647435297376670;Grupo de Estudos Feministas UnP (Universidade Potiguar - UnP)
5004707128933580;GEFISIO (Universidade do Grande Rio - UNIGRANRIO)
4041450169342220;Grupo de Estudos Planejamento Politicas Publicas e Desenvolvimento - GPPPD (Universidade Estadual da Paraíba - UEPB)
7932336167369820;Cardiologia Geriátrica (Universidade de São Paulo - USP)
9066033644861760;NEC - Laboratório de Matemática (Colégio Pedro II - CP II)
9197627545465480;Rede Interinstitucional de Pesquisadores Movimentos Sociais, Democracia e Políticas sociais na América Latina e Caribe (Universidade Federal Fluminense - UFF)
4951697958842560;Laboratório de Análise de Sementes (Universidade Federal de Santa Maria - UFSM)
2066417972514830;Grupo de Pesquisa em Desenvolvimento do Semiárido (Universidade Federal Rural do Semi-Árido - UFERSA)
6373396292557410;Núcleo de Pesquisas em Controladoria e Sistemas de Controle Gerencial (Universidade Federal de Santa Catarina - UFSC)
9449604771316270;Neurociências Aplicadas (Universidade Ceuma - UNICEUMA)
9601706593847640;Memória, História da Educação e do Trabalho. (Instituto Federal do Paraná - IFPR)
1759131223446780;Psicossomática e Psicologia Médica (Faculdade de Medicina de São José do Rio Preto - FAMERP)
4436512969799520;NÚCLEO DE ESTUDOS E PESQUISAS EM EDUCAÇÃO A DISTÂNCIA (Universidade Castelo Branco - UCB/RJ)
4984252023663490;UMSL - Unicamp Materials Simulation Lab (Universidade Estadual de Campinas - UNICAMP)
2856802545184160;GRUPO QUÍRON - ESTUDOS E PRÁTICAS EM SAÚDE (Universidade Federal de São Carlos - UFSCAR)
9042022239947040;Cartografia, infâncias, docências e currículos (Universidade Vila Velha - UVV)
5040439912963000;Implantes Osseointegrados e Biomateriais (Universidade de Guarulhos - UNG)
0376325650720833;AVALIAÇÃO EM SAÚDE (Universidade Estadual de Campinas - UNICAMP)
1097506722108150;AMBHUMIC -Grupo de estudo dos aspectos químicos, físicos e biológicos das Substâncias Húmicas e sua relação com os diferentes ambientes (Universidade Tecnológica Federal do Paraná - UTFPR)
4011865896419480;Grupo de Síntese Orgânica e Química Medicinal (GSOQM) (Universidade Federal de Itajubá - UNIFEI)
5934249387659950;Biodiversidade, Ecologia e Conservação de Organismos Neotropicais (Universidade Federal do Oeste do Pará - UFOPA)
7972788635731790;Grupo de Pesquisa Diferença (Universidade Federal de Pernambuco - UFPE)
4731364307309440;LEPEL-UEFS (Universidade Estadual de Feira de Santana - UEFS)
1380365350096340;Estudos Espeleológicos do Alto Jequitinhonha (Universidade Federal dos Vales do Jequitinhonha e Mucuri - Campus JK - UFVJM)
8804523587514750;Gestão Empresarial (Universidade Católica de Petrópolis - UCP)
1150721728722600;APROVEITAMENTO DE RESÍDUOS (Universidade Federal Rural de Pernambuco - UFRPE)
3828500653973730;Desenvolvimento e caracterização de materiais II (Centro Universitário de Volta Redonda - UniFOA)
1979262859615760;Grupo de Pesquisa em Produtos Naturais Marinhos (Universidade de Franca - UNIFRAN)
3934136132079250;Modelagem Matemática de Rede Neurais com Acoplamento Efático (Universidade Federal do Rio Grande do Norte - UFRN)
0574209272148087;Grupo de Pesquisa em Educação, Cultura e Interdisciplinaridade - GPCI (Faculdade Evolução Alto Oeste Potiguar - FACEP)
0582167512980356;X (Instituto Federal de Brasília - IFB)
2432585282042510;Comunicação, Economia Política e Sociedade (OBSCOM/CEPOS) (Universidade Federal de Sergipe - UFS)
8248126746306110;FISICA TEORICA APLICADA (Universidade Federal do Rio Grande do Sul - UFRGS)
4848988011423080;Ecologia de Ecossistemas (Universidade Federal de Santa Catarina - UFSC)
0728485220590408;Bioinformática e Biotecnologia Aplicada (Universidade Federal Rural do Rio de Janeiro - UFRRJ)
9990202471084540;Laboratório de Extensão e Pesquisa em Educação Geográfica - LEPEG (Universidade Federal do Sul e Sudeste do Pará - UNIFESSPA)
5174188077108890;Genética forense não humana: Marcadores polimórficos do DNA na identificação de espécies outras que não a humana (Universidade do Estado do Rio de Janeiro - UERJ)
6434932030453610;Núcleo sobre Epistemologias do Sul Global (Universidade Federal de Pernambuco - UFPE)
3251910016282090;Biologia Molecular de Microrganismos (Universidade Federal da Grande Dourados - UFGD)
1004745617095730;O direito à água pura potável das populações que habitam no cerrado de Goiânia (GO), os alimentos e a questão agrária da exploração agropecuária e urbana na saúde pública (Universidade Federal de Goiás - UFG)
3452596958782450;Dimensões da jurisdição no estado contemporâneo. (Grupo IBMEC - IBMEC)
2171143839630010;teste (Pontifícia Universidade Católica do Rio Grande do Sul - PUCRS)
5896883338722120;Imunologia Básica (Universidade Federal do Pará - UFPA)
4877682106546380;Mutum: Educação, Docência e Cinema (Universidade Federal de Minas Gerais - UFMG)
